Name,Position,Appearances,Clean sheets,Goals Conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
Max Aarons,Defender,20,1,34,29,66%,0,1,8,21,3,0,75,74,57,14,5,11,0,0,1,451,22.6,1,13,23%,2,20,1,0,12,2,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Tosin Adarabioyo,Defender,20,6,25,21,52%,0,2,25,80,47,0,43,83,51,1,57,28,0,0,0,1211,60.6,0,1,0%,1,72,2,0,10,0,2,2,0,0,1,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Elijah Adebayo,Forward,27,0,0,4,0%,0,7,6,25,24,0,0,0,0,0,0,0,0,0,0,197,7.3,0,5,0%,0,0,1,0,27,13,10,4,5,1,2,0.4,0,0,31,14,45%,4,0,0,0,0,0,0,0,0
Simon Adingra,Forward,31,0,0,45,0%,0,7,19,22,9,0,0,0,0,0,0,0,0,0,1,747,24.1,6,76,0%,0,0,3,0,29,17,6,1,5,0,1,0.2,0,0,52,22,42%,4,0,0,0,0,0,0,0,0
Nayef Aguerd,Defender,21,2,44,26,54%,0,3,17,80,39,1,102,83,52,3,48,33,0,0,0,1164,55.4,0,5,0%,1,104,1,1,10,0,1,1,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Naouirou Ahamada,Midfielder,20,0,0,13,69%,0,4,2,4,1,0,30,29,37,7,4,3,0,0,0,179,9,0,6,0%,0,8,2,1,9,1,0,0,0,0,0,0,0,0,9,2,22%,0,0,0,0,0,0,0,0,0
Anel Ahmedhodzic,Defender,31,1,89,64,56%,2,4,34,134,42,0,106,139,108,11,51,36,0,1,0,955,30.8,1,6,17%,1,47,9,1,34,2,2,1,1,0,1,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Ola Aina,Defender,22,0,39,47,66%,0,5,18,41,22,0,97,115,66,27,17,12,0,0,1,633,28.8,0,28,25%,2,20,3,0,18,2,1,0,1,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Rayan Aït-Nouri,Defender,33,0,43,71,62%,0,5,15,31,15,1,136,207,166,62,21,25,0,0,1,1038,31.5,3,41,20%,2,23,7,0,25,8,2,1,1,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Kristoffer Ajer,Defender,28,2,33,38,55%,0,3,25,78,36,0,60,121,69,10,65,23,0,1,1,722,25.8,5,22,23%,1,31,5,0,25,1,2,1,1,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Manuel Akanji,Defender,30,11,23,42,67%,1,4,23,61,33,0,142,90,72,2,28,30,0,0,0,2296,76.5,0,9,22%,4,81,2,1,17,0,2,1,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Nathan Aké,Defender,29,5,20,26,62%,0,8,14,52,29,0,119,95,49,5,47,28,0,0,2,1770,61,3,11,9%,1,19,0,0,10,0,2,2,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Ameen Al Dakhil,Defender,13,0,26,12,42%,0,3,12,34,25,0,50,33,46,3,14,23,1,1,0,598,46,0,3,33%,2,20,1,0,6,0,1,0,0,1,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Trent Alexander-Arnold,Defender,28,4,28,39,67%,3,14,31,42,15,0,176,84,102,28,8,6,0,2,4,1685,60.2,17,168,33%,22,147,6,0,9,2,3,0,3,0,3,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Alisson Becker,Goalkeeper,28,8,30,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,997,35.6,0,0,0%,0,83,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,0,83,0,10,11,4,11,140,116
Miguel Almirón,Midfielder,33,0,0,36,67%,0,9,10,12,6,0,97,87,89,23,6,7,0,0,1,767,23.2,6,24,17%,5,13,2,0,16,10,3,0,0,3,2,0.1,0,0,41,12,29%,4,0,0,0,0,0,0,0,0
Julián Álvarez,Forward,36,0,0,24,0%,0,23,2,13,7,0,0,0,0,0,0,0,0,0,9,1110,30.8,7,137,0%,0,0,2,0,23,2,11,1,8,2,2,0.3,2,1,98,40,41%,10,0,0,0,0,0,0,0,0
Zeki Amdouni,Forward,34,0,0,27,0%,0,10,9,10,7,0,0,0,0,0,0,0,0,0,1,488,14.4,2,8,0%,0,0,2,0,22,2,5,0,3,2,1,0.2,1,0,49,22,45%,6,0,0,0,0,0,0,0,0
Sofyan Amrabat,Midfielder,21,0,0,27,59%,0,1,8,19,9,0,60,48,56,6,5,6,0,1,0,645,30.7,0,7,14%,0,35,6,0,24,0,0,0,0,0,1,0,0,0,3,0,0%,0,0,0,0,0,0,0,0,0
Joachim Andersen,Defender,38,8,58,56,63%,0,5,40,202,109,0,193,181,107,14,90,47,0,1,3,2151,56.6,4,31,32%,6,202,7,0,43,1,2,0,2,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Elliot Anderson,Midfielder,21,0,0,24,75%,0,5,8,20,11,0,60,83,87,21,19,14,0,0,2,416,19.8,2,19,16%,4,4,3,0,21,1,0,0,0,0,0,0,0,0,19,5,26%,1,0,0,0,0,0,0,0,0
André Gomes,Midfielder,12,0,0,7,57%,0,2,3,3,1,0,34,16,49,3,1,9,0,0,0,259,21.6,0,26,12%,4,18,4,0,17,0,1,0,1,0,0,0.1,0,0,8,4,50%,0,0,0,0,0,0,0,0,0
Andreas Pereira,Midfielder,37,0,0,25,48%,0,12,4,11,3,0,99,84,150,19,14,36,0,0,7,1063,28.7,9,220,30%,14,50,6,0,22,3,3,0,2,1,3,0.1,0,0,52,16,31%,3,0,0,0,0,0,0,0,0
Lorenz Assignon,Defender,15,0,30,35,49%,0,4,19,41,19,0,67,77,93,13,13,17,0,0,2,352,23.5,3,29,17%,0,3,3,1,33,1,1,0,1,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Sèrge Aurier,Defender,12,0,15,20,70%,1,1,9,32,29,0,50,62,53,3,30,20,0,1,2,391,32.6,1,22,23%,1,9,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Taiwo Awoniyi,Forward,20,0,0,9,0%,0,3,1,9,9,0,0,0,0,0,0,0,0,0,3,172,8.6,2,1,0%,0,0,2,0,9,13,6,1,3,2,0,0.3,0,0,22,11,50%,4,0,0,0,0,0,0,0,0
Jordan Ayew,Forward,35,0,0,65,0%,0,12,16,13,5,0,0,0,0,0,0,0,0,0,7,811,23.2,7,97,0%,0,0,7,1,46,7,4,1,3,0,1,0.1,0,0,48,20,42%,4,0,0,0,0,0,0,0,0
Michail Antonio,Forward,26,0,0,15,0%,0,6,4,4,3,0,0,0,0,0,0,0,0,0,2,268,10.3,1,27,0%,0,0,6,0,25,9,6,2,4,0,0,0.2,0,0,30,14,47%,6,0,0,0,0,0,0,0,0
Antony,Forward,29,0,0,40,0%,0,17,12,8,4,0,0,0,0,0,0,0,0,0,1,561,19.3,7,16,0%,0,0,5,0,19,2,1,0,0,1,1,0,0,0,43,16,37%,4,0,0,0,0,0,0,0,0
Oliver Arblaster,Midfielder,12,0,0,23,61%,0,0,15,8,1,0,52,61,47,17,9,15,0,0,0,428,35.7,1,7,0%,0,21,2,0,10,0,0,0,0,0,0,0,0,0,1,1,100%,0,0,0,0,0,0,0,0,0
Cameron Archer,Forward,30,0,0,18,0%,0,15,1,9,3,0,0,0,0,0,0,0,0,0,1,333,11.1,6,5,0%,0,0,2,0,15,13,4,0,4,0,1,0.1,0,0,42,11,26%,6,0,0,0,0,0,0,0,0
Alphonse Areola,Goalkeeper,31,4,53,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,718,23.2,0,0,0%,0,184,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0%,0,138,2,11,20,4,4,144,219
Benoît Badiashile,Defender,18,3,31,21,71%,0,2,18,65,37,1,82,55,48,0,28,22,1,1,1,1165,64.7,2,2,0%,1,36,3,0,17,1,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Leon Bailey,Midfielder,35,0,0,13,54%,0,16,9,4,1,0,107,110,156,57,15,24,0,0,9,701,20,12,75,23%,11,27,5,0,26,11,10,0,4,6,2,0.3,0,0,53,18,34%,1,0,0,0,0,0,0,0,0
Benicio Baker-Boaitey,Forward,5,0,0,0,0%,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,19,3.8,0,0,0%,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0%,0,0,0,0,0,0,0,0,0
George Baldock,Defender,13,0,21,18,56%,0,0,10,30,16,0,44,51,54,6,15,13,0,0,1,319,24.5,1,18,22%,0,13,4,0,19,1,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Carlos Baleba,Midfielder,27,0,0,40,50%,0,6,18,27,14,0,95,102,90,11,25,10,0,2,0,773,28.6,1,0,0%,0,18,7,0,40,0,0,0,0,0,0,0,0,0,21,5,24%,0,0,0,0,0,0,0,0,0
Fodé Ballo-Touré,Defender,6,0,1,4,50%,0,0,3,2,0,0,6,9,9,3,0,2,0,0,0,55,9.2,0,4,0%,0,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Shandon Baptiste,Midfielder,10,0,0,4,100%,0,0,3,5,3,0,17,13,18,6,3,6,0,0,1,86,8.6,1,3,67%,0,4,1,0,3,0,1,0,1,0,0,0.1,0,0,2,2,100%,0,0,0,0,0,0,0,0,0
Valentín Barco,Defender,6,0,9,11,45%,0,2,4,2,0,0,16,24,23,5,1,7,0,1,0,187,31.2,0,30,10%,2,3,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Ross Barkley,Midfielder,32,0,0,47,40%,0,19,25,48,32,0,201,195,185,66,44,34,0,0,4,1405,43.9,6,45,31%,4,87,6,0,25,0,5,1,2,2,3,0.2,0,0,66,19,29%,1,0,0,0,0,0,0,0,0
Chris Basham,Defender,8,0,6,7,29%,0,0,5,17,9,0,16,20,21,3,8,8,0,0,0,122,15.3,0,4,0%,0,4,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Calvin Bassey,Defender,29,6,42,49,59%,1,1,28,80,37,0,171,101,57,11,30,25,0,1,0,1667,57.5,0,3,0%,0,83,4,1,15,2,1,0,1,0,1,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Amari i Bell,Defender,21,1,41,50,66%,0,0,25,55,20,0,98,96,77,10,21,22,0,1,0,789,37.6,0,13,8%,2,29,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Jean-Ricner Bellegarde,Midfielder,22,0,0,17,59%,0,5,8,13,6,0,41,66,78,17,8,27,0,0,1,281,12.8,1,30,10%,1,5,0,1,10,2,2,0,2,0,0,0.1,0,0,15,5,33%,0,0,0,0,0,0,0,0,0
Anis Ben Slimane,Midfielder,15,0,0,11,55%,0,2,5,7,3,0,35,26,56,2,7,18,0,0,0,136,9.1,0,0,0%,1,2,2,0,7,2,0,0,0,0,0,0,0,0,8,3,38%,2,0,0,0,0,0,0,0,0
Saïd Benrahma,Forward,13,0,0,8,0%,0,4,5,5,2,0,0,0,0,0,0,0,0,0,1,238,18.3,2,17,0%,0,0,1,0,5,1,0,0,0,0,0,0,0,0,19,6,32%,2,0,0,0,0,0,0,0,0
Rodrigo Bentancur,Midfielder,23,0,0,23,65%,0,5,17,16,9,0,54,65,83,11,14,22,0,0,1,787,34.2,0,9,11%,4,20,7,0,20,0,1,0,0,1,1,0,0,0,18,5,28%,1,0,0,0,0,0,0,0,0
Dan Bentley,Goalkeeper,5,1,7,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,27,0,0,0%,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,8,0,2,0,0,1,9,33
Sander Berge,Midfielder,37,0,0,76,61%,0,8,23,58,37,0,202,179,150,20,65,49,0,2,2,1547,41.8,5,12,8%,7,83,8,1,40,2,1,0,1,0,1,0,0,0,25,3,12%,2,0,0,0,0,0,0,0,0
Bernardo Silva,Midfielder,33,0,0,51,45%,0,8,17,12,3,0,102,117,118,38,2,9,0,0,9,1824,55.3,13,83,20%,2,59,8,0,22,3,6,0,1,5,1,0.2,0,0,34,15,44%,3,0,0,0,0,0,0,0,0
Luke Berry,Midfielder,17,0,0,7,29%,0,2,0,1,1,0,8,23,19,2,7,8,0,0,1,88,5.2,0,8,13%,0,3,1,0,6,0,2,0,1,1,0,0.1,0,0,8,4,50%,0,0,0,0,0,0,0,0,0
Beto,Forward,30,0,0,14,0%,0,4,1,13,11,0,0,0,0,0,0,0,0,0,0,174,5.8,3,5,0%,0,0,2,0,21,10,3,1,1,1,0,0.1,0,0,43,13,30%,8,0,0,0,0,0,0,0,0
Jordan Beyer,Defender,15,2,23,35,57%,1,3,16,68,39,0,57,73,50,4,29,26,0,1,1,855,57,1,0,0%,1,47,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Philip Billing,Midfielder,29,0,0,33,48%,0,8,20,27,16,0,76,93,96,12,36,24,0,1,2,501,17.3,7,29,24%,0,17,3,1,19,0,2,0,0,1,1,0.1,0,0,30,8,27%,1,0,0,0,0,0,0,0,0
Yves Bissouma,Midfielder,28,0,0,80,65%,0,6,37,42,33,0,128,152,111,27,14,15,0,1,0,1834,65.5,0,1,0%,3,42,9,2,35,0,0,0,0,0,0,0,0,0,24,5,21%,1,0,0,0,0,0,0,0,0
Oscar Bobb,Midfielder,14,0,0,7,43%,0,1,5,1,0,0,17,22,17,11,1,2,0,0,1,168,12,2,5,60%,3,0,0,0,2,0,1,0,1,0,0,0.1,0,0,4,2,50%,1,0,0,0,0,0,0,0,0
Jayden Bogle,Defender,34,1,79,66,55%,1,10,32,86,49,0,139,163,154,25,50,28,1,0,0,772,22.7,0,40,25%,1,34,9,0,38,4,3,0,3,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Willy-Arnaud Boly,Defender,20,2,23,46,63%,0,2,25,86,41,1,86,108,69,3,57,27,0,0,1,611,30.6,4,1,0%,1,31,1,1,20,1,2,2,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Sven Botman,Defender,17,3,29,20,65%,2,2,9,58,24,1,70,56,35,0,34,17,1,2,2,1015,59.7,2,0,0%,0,44,2,0,9,1,2,2,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Jarrod Bowen,Forward,34,0,0,42,0%,0,20,19,12,9,0,0,0,0,0,0,0,0,0,6,622,18.3,12,75,0%,0,0,2,0,28,20,16,5,3,8,5,0.5,0,0,84,37,44%,13,0,0,0,0,0,0,0,0
Conor Bradley,Defender,11,0,7,33,76%,0,4,10,13,6,0,50,69,51,13,11,5,1,0,3,437,39.7,2,18,22%,3,15,2,0,8,2,1,0,1,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Jarrad Branthwaite,Defender,35,12,44,66,48%,2,3,50,157,82,0,181,184,88,5,95,45,0,0,0,1371,39.2,1,1,100%,0,73,8,0,25,5,3,1,0,2,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Ben Brereton,Forward,14,0,0,9,0%,0,9,3,11,4,0,0,0,0,0,0,0,0,0,1,253,18.1,3,9,0%,0,0,3,0,11,11,6,1,5,0,1,0.4,1,0,35,19,54%,5,0,0,0,0,0,0,0,0
Rhian Brewster,Forward,13,0,0,5,0%,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,73,5.6,0,3,0%,0,0,0,1,5,1,0,0,0,0,0,0,0,0,7,3,43%,0,0,0,0,0,0,0,0,0
Armando Broja,Forward,21,0,0,3,0%,0,4,0,3,3,0,0,0,0,0,0,0,0,0,1,119,5.7,1,2,0%,0,0,0,0,9,6,1,0,1,0,1,0.1,0,0,13,2,15%,2,0,0,0,0,0,0,0,0
David Brooks,Midfielder,13,0,0,5,80%,0,1,2,2,1,0,17,11,21,4,1,7,0,0,1,112,8.6,2,15,27%,1,6,1,0,6,1,1,0,0,1,1,0.1,0,0,13,5,38%,3,0,0,0,0,0,0,0,0
Jacob Brown,Forward,19,0,0,19,0%,0,10,8,17,12,0,0,0,0,0,0,0,0,0,0,229,12.1,1,10,0%,0,0,4,0,19,6,2,0,1,1,2,0.1,0,0,26,7,27%,3,0,0,0,0,0,0,0,0
Josh Brownhill,Midfielder,33,0,0,61,57%,0,5,34,40,21,0,124,126,101,7,36,33,0,0,2,1028,31.2,0,57,23%,4,44,4,1,38,2,4,0,1,3,0,0.1,0,0,28,11,39%,1,0,0,0,0,0,0,0,0
Bruno Fernandes,Midfielder,35,0,0,68,56%,0,27,27,47,24,0,200,136,180,19,21,27,0,0,8,1911,54.6,21,223,23%,30,152,9,0,41,13,10,1,7,2,3,0.3,4,0,95,41,43%,7,0,0,0,0,0,0,0,0
Bruno Guimarães,Midfielder,37,0,0,88,60%,0,16,35,19,8,0,237,286,218,72,18,24,0,0,8,2264,61.2,12,32,38%,26,129,9,0,50,0,7,1,5,1,1,0.2,0,0,48,16,33%,2,0,0,0,0,0,0,0,0
Jacob Bruun Larsen,Forward,32,0,0,9,0%,0,15,7,21,7,0,0,0,0,0,0,0,0,0,0,457,14.3,1,62,0%,0,0,1,0,13,11,6,0,4,2,0,0.2,1,0,44,16,36%,4,0,0,0,0,0,0,0,0
Santiago Bueno,Defender,12,0,18,13,54%,0,0,6,33,19,0,30,34,44,1,16,26,0,0,0,476,39.7,0,2,0%,0,14,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Facundo Buonanotte,Midfielder,27,0,0,42,52%,0,7,8,5,2,0,66,107,139,18,6,16,0,0,1,469,17.4,3,6,17%,1,5,7,0,34,3,3,0,0,3,1,0.1,0,0,21,9,43%,2,0,0,0,0,0,0,0,0
Reece Burke,Defender,22,1,37,37,62%,1,6,18,73,28,2,62,99,72,4,46,33,0,1,4,680,30.9,3,13,31%,0,34,5,0,20,1,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Dan Burn,Defender,33,7,45,61,54%,0,6,37,119,59,3,124,177,126,4,103,49,0,0,2,1500,45.5,3,11,36%,1,25,4,0,32,4,2,1,0,1,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Tom Cairney,Midfielder,34,0,0,24,67%,0,3,13,6,1,0,105,87,61,26,14,6,0,0,4,1241,36.5,5,25,20%,2,41,3,0,16,0,1,0,0,1,1,0,0,0,17,8,47%,0,0,0,0,0,0,0,0,0
Dominic Calvert-Lewin,Forward,32,0,0,13,0%,0,8,4,38,30,0,0,0,0,0,0,0,0,0,2,434,13.6,4,3,0%,0,0,2,0,31,24,7,1,5,1,3,0.2,2,0,73,31,42%,16,0,0,0,0,0,0,0,0
Carlos Vinícius,Forward,13,0,0,3,0%,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,61,4.7,1,1,0%,0,0,2,0,4,6,2,0,0,2,0,0.2,0,0,9,5,56%,0,0,0,0,0,0,0,0,0
Cesare Casadei,Midfielder,11,0,0,5,60%,0,0,0,4,1,0,1,20,11,2,12,5,0,0,0,65,5.9,0,0,0%,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Casemiro,Midfielder,25,0,0,83,67%,0,11,18,66,43,0,133,144,132,9,42,23,0,1,2,1406,56.2,2,13,23%,4,79,7,0,30,6,1,0,1,0,0,0,0,0,39,9,23%,4,0,0,0,0,0,0,0,0
Matty Cash,Defender,29,2,36,54,57%,0,10,18,52,28,1,110,103,114,12,15,21,1,0,2,1028,35.5,6,39,23%,0,31,8,0,30,0,2,0,2,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Timothy Castagne,Defender,34,8,40,49,49%,0,4,38,57,24,0,119,111,92,17,35,34,0,0,3,1350,39.7,1,50,20%,2,51,3,0,22,3,1,0,1,0,1,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Trevoh Chalobah,Defender,13,2,14,16,75%,0,0,8,49,25,0,46,39,34,1,19,23,0,0,0,760,58.5,0,0,0%,1,24,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Calum Chambers,Defender,5,0,6,3,0%,0,0,2,4,1,0,8,6,6,1,1,1,0,0,1,113,22.6,0,0,0%,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Ben Chilwell,Defender,13,0,14,15,67%,0,4,4,17,6,0,33,46,41,7,12,15,0,0,1,405,31.2,3,43,21%,0,5,5,0,11,4,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0
Tawanda Chirewa,Midfielder,8,0,0,7,43%,0,1,1,0,0,0,3,11,13,1,1,3,0,0,0,53,6.6,0,4,50%,0,1,1,0,4,1,0,0,0,0,0,0,0,0,3,1,33%,0,0,0,0,0,0,0,0,0
