Name,Club,Position,Nationality,Age,Goals,Shots on target,Clean sheets,Tackles,Blocked shots,Interceptions,Clearances,Duels won,Aerial battles won,Assists,Passes,Big chances created,Through balls,Accurate long balls,Saves
Vicente Guaita,Crystal-Palace,Goalkeeper,Spain,33.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1428.0,0.0,0.0,357.0,182.0
Stephen Henderson,Crystal-Palace,Goalkeeper,Ireland,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Ferguson,Crystal-Palace,Defender,England,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel Ward,Crystal-Palace,Defender,England,30.0,4.0,0.0,45.0,483.0,25.0,368.0,796.0,1218.0,406.0,5.0,6449.0,9.0,3.0,356.0,0.0
Patrick van Aanholt,Crystal-Palace,Defender,Netherlands,30.0,20.0,0.0,40.0,350.0,51.0,326.0,439.0,680.0,69.0,14.0,6833.0,25.0,14.0,290.0,0.0
James Tomkins,Crystal-Palace,Defender,England,31.0,12.0,0.0,58.0,447.0,26.0,443.0,2029.0,1442.0,823.0,7.0,8210.0,8.0,4.0,752.0,0.0
Scott Dann,Crystal-Palace,Defender,England,33.0,15.0,0.0,48.0,291.0,29.0,343.0,1536.0,1016.0,612.0,11.0,6399.0,11.0,4.0,665.0,0.0
Mamadou Sakho,Crystal-Palace,Defender,France,30.0,3.0,0.0,32.0,144.0,4.0,200.0,697.0,534.0,298.0,2.0,5917.0,2.0,2.0,280.0,0.0
Gary Cahill,Crystal-Palace,Defender,England,34.0,27.0,0.0,99.0,471.0,63.0,452.0,2849.0,1946.0,1157.0,10.0,12718.0,8.0,6.0,847.0,0.0
Martin Kelly,Crystal-Palace,Defender,England,30.0,0.0,0.0,29.0,335.0,8.0,153.0,641.0,646.0,240.0,5.0,3820.0,2.0,2.0,202.0,0.0
Tyrick Mitchell,Crystal-Palace,Defender,England,21.0,0.0,0.0,1.0,15.0,0.0,3.0,5.0,19.0,0.0,0.0,132.0,0.0,0.0,6.0,0.0
Jaroslaw Jach,Crystal-Palace,Defender,Poland,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Woods,Crystal-Palace,Defender,England,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Inniss,Crystal-Palace,Defender,England,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luka Milivojevic,Crystal-Palace,Midfielder,Serbia,29.0,27.0,55.0,0.0,264.0,41.0,227.0,202.0,597.0,167.0,4.0,5573.0,8.0,9.0,394.0,0.0
Max Meyer,Crystal-Palace,Midfielder,Germany,25.0,1.0,10.0,0.0,52.0,14.0,22.0,20.0,111.0,6.0,2.0,864.0,0.0,0.0,19.0,0.0
Cheikhou Kouyaté,Crystal-Palace,Midfielder,Senegal,30.0,13.0,54.0,0.0,446.0,33.0,310.0,412.0,1311.0,547.0,10.0,5799.0,3.0,8.0,176.0,0.0
Andros Townsend,Crystal-Palace,Midfielder,England,29.0,22.0,103.0,0.0,353.0,112.0,177.0,82.0,1025.0,19.0,22.0,4717.0,40.0,12.0,111.0,0.0
Jeffrey Schlupp,Crystal-Palace,Midfielder,Ghana,27.0,11.0,0.0,17.0,278.0,43.0,177.0,217.0,773.0,211.0,8.0,3156.0,10.0,4.0,163.0,0.0
James McArthur,Crystal-Palace,Midfielder,Scotland,32.0,23.0,64.0,0.0,613.0,68.0,398.0,312.0,1304.0,314.0,18.0,10076.0,21.0,32.0,570.0,0.0
James McCarthy,Crystal-Palace,Midfielder,Ireland,29.0,13.0,47.0,0.0,674.0,65.0,421.0,366.0,1190.0,148.0,12.0,10840.0,8.0,23.0,835.0,0.0
Jairo Riedewald,Crystal-Palace,Midfielder,Netherlands,24.0,0.0,0.0,0.0,25.0,2.0,29.0,31.0,45.0,7.0,0.0,484.0,0.0,1.0,29.0,0.0
Eberechi Eze,Crystal-Palace,Midfielder,England,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
Nya Kirby,Crystal-Palace,Midfielder,England,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Ayew,Crystal-Palace,Forward,Ghana,29.0,25.0,78.0,0.0,226.0,73.0,76.0,55.0,0.0,0.0,9.0,2968.0,12.0,0.0,0.0,0.0
Wilfried Zaha,Crystal-Palace,Forward,Cote D'Ivoire,27.0,39.0,119.0,0.0,294.0,106.0,123.0,32.0,0.0,0.0,24.0,4555.0,36.0,0.0,0.0,0.0
Christian Benteke,Crystal-Palace,Forward,Belgium,29.0,72.0,208.0,0.0,80.0,117.0,26.0,214.0,0.0,0.0,20.0,5666.0,31.0,0.0,0.0,0.0
Connor Wickham,Crystal-Palace,Forward,England,27.0,19.0,59.0,0.0,93.0,56.0,53.0,109.0,0.0,0.0,7.0,2003.0,5.0,0.0,0.0,0.0
Brandon Pierrick,Crystal-Palace,Forward,England,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
Michy Batshuayi,Crystal-Palace,Forward,Belgium,26.0,13.0,25.0,0.0,13.0,22.0,7.0,6.0,0.0,0.0,3.0,421.0,0.0,0.0,0.0,0.0
Jordan Pickford,Everton,Goalkeeper,England,26.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4553.0,0.0,0.0,1273.0,462.0
João Virgínia,Everton,Goalkeeper,Portugal,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonas Lössl,Everton,Goalkeeper,Denmark,31.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2290.0,0.0,0.0,746.0,191.0
Mason Holgate,Everton,Defender,England,23.0,0.0,0.0,14.0,113.0,3.0,81.0,274.0,319.0,124.0,4.0,2429.0,7.0,2.0,218.0,0.0
Michael Keane,Everton,Defender,England,27.0,6.0,0.0,40.0,157.0,17.0,249.0,978.0,899.0,685.0,5.0,6162.0,7.0,3.0,479.0,0.0
Lucas Digne,Everton,Defender,France,27.0,4.0,0.0,20.0,150.0,29.0,104.0,195.0,452.0,209.0,12.0,2961.0,21.0,2.0,130.0,0.0
Yerry Mina,Everton,Defender,Colombia,26.0,3.0,0.0,8.0,54.0,7.0,41.0,156.0,229.0,153.0,1.0,2052.0,2.0,1.0,149.0,0.0
Séamus Coleman,Everton,Defender,Ireland,31.0,20.0,0.0,78.0,480.0,48.0,296.0,542.0,1308.0,195.0,21.0,8930.0,36.0,12.0,342.0,0.0
Jarrad Branthwaite,Everton,Defender,England,18.0,0.0,0.0,1.0,8.0,0.0,2.0,11.0,20.0,9.0,0.0,223.0,0.0,0.0,13.0,0.0
Jonjoe Kenny,Everton,Defender,England,23.0,0.0,0.0,6.0,64.0,2.0,46.0,107.0,142.0,62.0,2.0,1045.0,3.0,0.0,68.0,0.0
Niels Nkounkou,Everton,Defender,France,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabian Delph,Everton,Midfielder,England,30.0,7.0,36.0,0.0,395.0,36.0,283.0,213.0,987.0,130.0,8.0,8857.0,7.0,13.0,508.0,0.0
Gylfi Sigurdsson,Everton,Midfielder,Iceland,31.0,61.0,221.0,0.0,348.0,203.0,283.0,163.0,863.0,88.0,45.0,7752.0,68.0,95.0,204.0,0.0
André Gomes,Everton,Midfielder,Portugal,27.0,1.0,5.0,0.0,64.0,6.0,27.0,25.0,229.0,56.0,2.0,2169.0,2.0,4.0,187.0,0.0
Jean-Philippe Gbamin,Everton,Midfielder,Cote D'Ivoire,24.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,11.0,3.0,0.0,70.0,0.0,0.0,2.0,0.0
Tom Davies,Everton,Midfielder,England,22.0,5.0,15.0,0.0,132.0,25.0,100.0,63.0,417.0,72.0,4.0,2909.0,5.0,9.0,135.0,0.0
Beni Baningime,Everton,Midfielder,The Democratic Republic Of Congo,22.0,0.0,0.0,0.0,6.0,0.0,2.0,1.0,9.0,1.0,0.0,82.0,0.0,0.0,3.0,0.0
Allan,Everton,Midfielder,Brazil,29.0,0.0,1.0,0.0,9.0,0.0,3.0,3.0,16.0,1.0,0.0,140.0,0.0,0.0,7.0,0.0
James Rodríguez,Everton,Midfielder,Colombia,29.0,1.0,1.0,0.0,3.0,1.0,3.0,0.0,12.0,1.0,1.0,109.0,2.0,3.0,18.0,0.0
Abdoulaye Doucouré,Everton,Midfielder,France,27.0,17.0,54.0,0.0,235.0,56.0,143.0,163.0,576.0,154.0,11.0,6811.0,15.0,7.0,213.0,0.0
Muhamed Besic,Everton,Midfielder,Bosnia And Herzegovina,28.0,0.0,7.0,0.0,93.0,7.0,34.0,56.0,186.0,21.0,0.0,1339.0,2.0,3.0,116.0,0.0
Sandro Ramírez,Everton,Forward,Spain,25.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0
Yannick Bolasie,Everton,Forward,The Democratic Republic Of Congo,31.0,11.0,72.0,0.0,151.0,55.0,48.0,107.0,0.0,0.0,17.0,2124.0,25.0,0.0,0.0,0.0
Richarlison,Everton,Forward,Brazil,23.0,31.0,85.0,0.0,190.0,80.0,53.0,109.0,0.0,0.0,10.0,2452.0,22.0,0.0,0.0,0.0
Dominic Calvert-Lewin,Everton,Forward,England,23.0,28.0,77.0,0.0,42.0,37.0,29.0,85.0,0.0,0.0,9.0,1588.0,9.0,0.0,0.0,0.0
Theo Walcott,Everton,Forward,England,31.0,75.0,267.0,0.0,214.0,141.0,149.0,81.0,0.0,0.0,51.0,5491.0,61.0,0.0,0.0,0.0
Cenk Tosun,Everton,Forward,Turkey,29.0,10.0,30.0,0.0,23.0,12.0,6.0,16.0,0.0,0.0,3.0,619.0,4.0,0.0,0.0,0.0
Alex Iwobi,Everton,Forward,Nigeria,24.0,12.0,65.0,0.0,99.0,46.0,44.0,33.0,0.0,0.0,16.0,3921.0,23.0,0.0,0.0,0.0
Bernard,Everton,Forward,Brazil,28.0,4.0,10.0,0.0,81.0,14.0,43.0,19.0,0.0,0.0,5.0,1346.0,7.0,0.0,0.0,0.0
Moise Kean,Everton,Forward,Italy,20.0,2.0,13.0,0.0,6.0,5.0,5.0,1.0,0.0,0.0,2.0,131.0,5.0,0.0,0.0,0.0
Anthony Gordon,Everton,Forward,England,19.0,0.0,1.0,0.0,11.0,2.0,8.0,1.0,0.0,0.0,1.0,113.0,0.0,0.0,0.0,0.0
Marek Rodák,Fulham,Goalkeeper,Slovakia,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,8.0,2.0
Fabri,Fulham,Goalkeeper,Spain,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,16.0,16.0
Alphonse Areola,Fulham,Goalkeeper,France,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,4.0,3.0
Michael Hector,Fulham,Defender,Jamaica,28.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,10.0,3.0,0.0,127.0,0.0,0.0,12.0,0.0
Denis Odoi,Fulham,Defender,Belgium,32.0,0.0,0.0,3.0,49.0,1.0,45.0,147.0,156.0,57.0,1.0,1434.0,1.0,2.0,72.0,0.0
Tim Ream,Fulham,Defender,United States,32.0,0.0,0.0,5.0,42.0,0.0,65.0,197.0,126.0,66.0,1.0,1517.0,1.0,0.0,73.0,0.0
Maxime Le Marchand,Fulham,Defender,France,30.0,0.0,0.0,3.0,56.0,3.0,54.0,122.0,129.0,56.0,1.0,1386.0,1.0,1.0,91.0,0.0
Joe Bryan,Fulham,Defender,England,27.0,0.0,0.0,5.0,66.0,7.0,37.0,74.0,147.0,32.0,1.0,1036.0,8.0,1.0,54.0,0.0
Antonee Robinson,Fulham,Defender,United States,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenny Tete,Fulham,Defender,Netherlands,24.0,0.0,0.0,0.0,3.0,0.0,4.0,3.0,6.0,3.0,1.0,27.0,1.0,0.0,0.0,0.0
Ola Aina,Fulham,Defender,Nigeria,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
Jean Michael Seri,Fulham,Midfielder,Cote D'Ivoire,29.0,1.0,6.0,0.0,41.0,7.0,32.0,14.0,93.0,14.0,2.0,1592.0,7.0,2.0,98.0,0.0
Kevin McDonald,Fulham,Midfielder,Scotland,31.0,1.0,3.0,0.0,60.0,7.0,43.0,37.0,117.0,28.0,1.0,1285.0,0.0,8.0,115.0,0.0
Neeskens Kebano,Fulham,Midfielder,The Democratic Republic Of Congo,28.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,16.0,4.0,0.0,57.0,0.0,0.0,0.0,0.0
Stefan Johansen,Fulham,Midfielder,Norway,29.0,0.0,0.0,0.0,10.0,0.0,3.0,5.0,17.0,3.0,0.0,250.0,0.0,0.0,13.0,0.0
Tom Cairney,Fulham,Midfielder,Scotland,29.0,2.0,7.0,0.0,57.0,11.0,32.0,22.0,187.0,21.0,1.0,1882.0,4.0,9.0,104.0,0.0
Josh Onomah,Fulham,Midfielder,England,23.0,0.0,2.0,0.0,10.0,1.0,1.0,2.0,17.0,3.0,0.0,109.0,0.0,0.0,0.0,0.0
André-Frank Zambo Anguissa,Fulham,Midfielder,Cameroon,24.0,0.0,5.0,0.0,54.0,10.0,37.0,30.0,148.0,24.0,1.0,1113.0,1.0,0.0,38.0,0.0
Mario Lemina,Fulham,Midfielder,Gabon,27.0,2.0,10.0,0.0,105.0,12.0,80.0,63.0,278.0,55.0,2.0,1787.0,3.0,9.0,87.0,0.0
Harrison Reed,Fulham,Midfielder,England,25.0,0.0,3.0,0.0,36.0,1.0,26.0,14.0,60.0,7.0,0.0,419.0,0.0,0.0,14.0,0.0
Tyrese Francois,Fulham,Midfielder,Australia,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aleksandar Mitrovic,Fulham,Forward,Serbia,26.0,23.0,85.0,0.0,44.0,46.0,13.0,88.0,0.0,0.0,7.0,1841.0,6.0,0.0,0.0,0.0
Bobby De Cordova-Reid,Fulham,Forward,Jamaica,27.0,6.0,10.0,0.0,17.0,8.0,3.0,12.0,0.0,0.0,2.0,324.0,1.0,0.0,0.0,0.0
Ivan Cavaleiro,Fulham,Forward,Portugal,26.0,3.0,4.0,0.0,6.0,2.0,7.0,5.0,0.0,0.0,1.0,357.0,2.0,0.0,0.0,0.0
Aboubakar Kamara,Fulham,Forward,France,25.0,3.0,10.0,0.0,8.0,0.0,1.0,5.0,0.0,0.0,0.0,262.0,1.0,0.0,0.0,0.0
Kiko Casilla,Leeds-United,Goalkeeper,Spain,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elia Caprile,Leeds-United,Goalkeeper,Italy,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Ayling,Leeds-United,Defender,England,29.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,17.0,1.0,0.0,108.0,0.0,1.0,9.0,0.0
Barry Douglas,Leeds-United,Defender,Scotland,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liam Cooper,Leeds-United,Defender,Scotland,29.0,0.0,0.0,0.0,3.0,0.0,6.0,23.0,14.0,7.0,0.0,70.0,0.0,0.0,8.0,0.0
Pascal Struijk,Leeds-United,Defender,Netherlands,21.0,0.0,0.0,0.0,4.0,0.0,3.0,11.0,5.0,1.0,0.0,59.0,0.0,0.0,8.0,0.0
Leif Davis,Leeds-United,Defender,England,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robin Koch,Leeds-United,Defender,Germany,24.0,0.0,0.0,0.0,5.0,1.0,2.0,5.0,17.0,10.0,0.0,107.0,0.0,0.0,4.0,0.0
Oliver Casey,Leeds-United,Defender,England,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Cresswell,Leeds-United,Defender,England,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robbie Gotts,Leeds-United,Defender,England,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Forshaw,Leeds-United,Midfielder,England,28.0,0.0,6.0,0.0,62.0,9.0,36.0,23.0,133.0,17.0,1.0,1355.0,3.0,8.0,99.0,0.0
Ezgjan Alioski,Leeds-United,Midfielder,none,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
Stuart Dallas,Leeds-United,Midfielder,Northern Ireland,29.0,0.0,0.0,0.0,12.0,0.0,4.0,7.0,19.0,1.0,0.0,101.0,0.0,1.0,7.0,0.0
Pablo Hernández,Leeds-United,Midfielder,Spain,35.0,5.0,21.0,0.0,56.0,23.0,54.0,26.0,159.0,6.0,13.0,2341.0,12.0,24.0,135.0,0.0
Kalvin Phillips,Leeds-United,Midfielder,England,24.0,0.0,0.0,0.0,8.0,0.0,4.0,6.0,12.0,2.0,1.0,92.0,0.0,0.0,7.0,0.0
Mateusz Klich,Leeds-United,Midfielder,Poland,30.0,2.0,2.0,0.0,6.0,0.0,4.0,2.0,11.0,3.0,1.0,92.0,0.0,0.0,1.0,0.0
Jamie Shackleton,Leeds-United,Midfielder,England,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Jack Harrison,Leeds-United,Midfielder,England,23.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,11.0,2.0,0.0,47.0,0.0,0.0,0.0,0.0
Alfie McCalmont,Leeds-United,Midfielder,Northern Ireland,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mateusz Bogusz,Leeds-United,Midfielder,Poland,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ian Poveda-Ocampo,Leeds-United,Forward,England,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick Bamford,Leeds-United,Forward,England,27.0,3.0,9.0,0.0,14.0,6.0,6.0,9.0,0.0,0.0,1.0,193.0,0.0,0.0,0.0,0.0
Tyler Roberts,Leeds-United,Forward,Wales,21.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0
Joe Gelhardt,Leeds-United,Forward,England,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodrigo Moreno,Leeds-United,Forward,Spain,29.0,1.0,5.0,0.0,15.0,6.0,12.0,5.0,0.0,0.0,1.0,190.0,5.0,0.0,0.0,0.0
Kasper Schmeichel,Leicester-City,Goalkeeper,Denmark,33.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6198.0,0.0,0.0,1880.0,599.0
Danny Ward,Leicester-City,Goalkeeper,Wales,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,8.0,9.0
Eldin Jakupovic,Leicester-City,Goalkeeper,Switzerland,35.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769.0,0.0,0.0,202.0,94.0
James Justin,Leicester-City,Defender,England,22.0,1.0,0.0,5.0,39.0,2.0,15.0,28.0,96.0,24.0,1.0,792.0,1.0,0.0,24.0,0.0
Çaglar Söyüncü,Leicester-City,Defender,Turkey,24.0,1.0,0.0,13.0,69.0,2.0,52.0,180.0,237.0,130.0,1.0,2696.0,1.0,0.0,124.0,0.0
Wes Morgan,Leicester-City,Defender,Jamaica,36.0,8.0,0.0,41.0,200.0,22.0,313.0,879.0,797.0,503.0,2.0,4435.0,1.0,2.0,220.0,0.0
Jonny Evans,Leicester-City,Defender,Northern Ireland,32.0,11.0,0.0,82.0,457.0,22.0,585.0,1843.0,1417.0,641.0,9.0,13240.0,5.0,9.0,1004.0,0.0
Filip Benkovic,Leicester-City,Defender,Croatia,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Amartey,Leicester-City,Defender,Ghana,25.0,1.0,0.0,8.0,68.0,3.0,50.0,76.0,153.0,59.0,1.0,1469.0,0.0,0.0,72.0,0.0
Ricardo Pereira,Leicester-City,Defender,Portugal,26.0,5.0,0.0,20.0,237.0,13.0,109.0,180.0,557.0,108.0,8.0,3104.0,15.0,7.0,102.0,0.0
Christian Fuchs,Leicester-City,Defender,Austria,34.0,2.0,0.0,29.0,255.0,16.0,248.0,365.0,513.0,201.0,9.0,4051.0,11.0,5.0,276.0,0.0
Luke Thomas,Leicester-City,Defender,England,19.0,0.0,0.0,1.0,1.0,0.0,3.0,7.0,12.0,5.0,1.0,153.0,0.0,0.0,6.0,0.0
Timothy Castagne,Leicester-City,Defender,Belgium,24.0,1.0,0.0,1.0,4.0,0.0,3.0,3.0,11.0,6.0,1.0,128.0,0.0,0.0,1.0,0.0
Demarai Gray,Leicester-City,Midfielder,England,24.0,10.0,47.0,0.0,76.0,45.0,39.0,39.0,311.0,24.0,9.0,1920.0,13.0,10.0,73.0,0.0
Youri Tielemans,Leicester-City,Midfielder,Belgium,23.0,6.0,27.0,0.0,71.0,28.0,32.0,23.0,218.0,39.0,10.0,2594.0,14.0,24.0,152.0,0.0
James Maddison,Leicester-City,Midfielder,England,23.0,13.0,46.0,0.0,107.0,54.0,21.0,10.0,394.0,18.0,10.0,2913.0,21.0,41.0,152.0,0.0
Marc Albrighton,Leicester-City,Midfielder,England,30.0,17.0,70.0,0.0,425.0,75.0,261.0,169.0,962.0,69.0,37.0,5597.0,60.0,33.0,363.0,0.0
Harvey Barnes,Leicester-City,Midfielder,England,22.0,8.0,43.0,0.0,28.0,32.0,11.0,9.0,180.0,37.0,11.0,1083.0,9.0,8.0,19.0,0.0
Hamza Choudhury,Leicester-City,Midfielder,England,22.0,1.0,4.0,0.0,50.0,6.0,47.0,28.0,86.0,17.0,2.0,900.0,2.0,1.0,41.0,0.0
Matty James,Leicester-City,Midfielder,England,29.0,0.0,8.0,0.0,61.0,14.0,67.0,62.0,172.0,62.0,1.0,1260.0,3.0,2.0,57.0,0.0
Adrien Silva,Leicester-City,Midfielder,Portugal,31.0,0.0,2.0,0.0,24.0,5.0,15.0,1.0,52.0,11.0,1.0,512.0,1.0,3.0,26.0,0.0
Wilfred Ndidi,Leicester-City,Midfielder,Nigeria,23.0,6.0,24.0,0.0,482.0,42.0,253.0,297.0,1066.0,398.0,5.0,6181.0,3.0,15.0,284.0,0.0
Dennis Praet,Leicester-City,Midfielder,Belgium,26.0,2.0,5.0,0.0,37.0,10.0,20.0,12.0,72.0,7.0,3.0,604.0,4.0,2.0,21.0,0.0
Rachid Ghezzal,Leicester-City,Midfielder,Algeria,28.0,1.0,5.0,0.0,14.0,10.0,7.0,3.0,0.0,0.0,0.0,422.0,3.0,0.0,0.0,0.0
Nampalys Mendy,Leicester-City,Midfielder,France,28.0,0.0,1.0,0.0,45.0,1.0,37.0,30.0,141.0,17.0,0.0,1559.0,0.0,2.0,66.0,0.0
Cengiz Ünder,Leicester-City,Midfielder,Turkey,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamie Vardy,Leicester-City,Forward,England,33.0,105.0,223.0,0.0,124.0,82.0,59.0,90.0,0.0,0.0,29.0,2961.0,50.0,0.0,0.0,0.0
Islam Slimani,Leicester-City,Forward,Algeria,32.0,8.0,17.0,0.0,14.0,5.0,4.0,6.0,0.0,0.0,5.0,580.0,2.0,0.0,0.0,0.0
Kelechi Iheanacho,Leicester-City,Forward,Nigeria,23.0,21.0,56.0,0.0,38.0,39.0,11.0,21.0,0.0,0.0,13.0,1327.0,15.0,0.0,0.0,0.0
Ayoze Pérez,Leicester-City,Forward,Spain,27.0,41.0,114.0,0.0,240.0,60.0,137.0,96.0,0.0,0.0,13.0,3435.0,26.0,0.0,0.0,0.0
Fousseni Diabaté,Leicester-City,Forward,Mali,24.0,0.0,2.0,0.0,11.0,0.0,8.0,7.0,57.0,15.0,1.0,241.0,0.0,1.0,4.0,0.0
Loris Karius,Liverpool,Goalkeeper,Germany,27.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.0,0.0,0.0,124.0,51.0
Alisson,Liverpool,Goalkeeper,Brazil,27.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1924.0,0.0,0.0,302.0,137.0
Adrián,Liverpool,Goalkeeper,Spain,33.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3401.0,0.0,0.0,1086.0,454.0
Caoimhin Kelleher,Liverpool,Goalkeeper,Ireland,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
